ИД;Количество комнат;Тип;Адрес;Площадь, м2;Жилая площадь, м2;Площадь кухни, м2;Планировка;Этаж;Дом;Год постройки;Год сдачи;Аварийность;Подъезды;Отопление;Газ;Перекрытия;Отделка;Парковка;Цена;Рыночная цена;Телефоны;Описание;Ремонт;Площадь комнат, м2;Балкон;Окна;Санузел;Есть телефон;Название ЖК;Серия дома;Высота потолков, м;Лифт;Мусоропровод;Ссылка на объявление
248430749;;Вторичка Апартаменты;Севастополь, р-н Гагаринский, мкр. Омега, ул. Челнокова, 19Ак2На карте;26 м;17 м;5 м;;2 из 4;Монолитный;;;;;;;;;;4 700 000 ; ;+7 978 857-79-59;"Продаются апартаменты в уютном зaкpытом кoттеджном пocёлке Адмиральская Лагуна.

Kpуглoсутoчнaя oxpaнa, видeoнаблюдение, консьерж, лифт,  сoбcтвенный отдельный выxoд к мopю c огpaничeнным количecтвoм отдыxающиx, уютный облaгоpоженный двор.

В апартаментах есть все для комфортного проживания. Есть дeтская плoщадкa, рядом детский садик и школа. 

Звоните!С удовольствием отвечу на Ваши вопросы и организую оперативный показ!";Евроремонт;;1 балкон;;1 совмещенный;;;;2,6 м;Есть;;https://sevastopol.cian.ru/sale/flat/248430749/
247163007;;Вторичка;Севастополь, р-н Ленинский, пер. Крепостной, 4АНа карте;30 м;18 м;6 м;;1 из 2;Кирпичный;1957;;Нет;2;Печь;Центральное;Железобетонные;;;4 700 000 ;3 120 000 ;+7 978 734-56-10;Продается 1 комнатная сталинка в историческом центре. Расположена на 1 этаже 30\18\6. Установлен газовый котел. Квартира в середине дома, построенного из ракушечника. Дом расположен в центре развивающегося культурного кластера. Закрытый двор, есть свой сарайчик. Возможность расширения за счет придомовой территории.;Без ремонта;;;Во двор;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/247163007/
243442471;;Вторичка Апартаменты;Севастополь, р-н Нахимовский, мкр. Кача, ул. Авиаторов, 1ГНа карте;36,9 м;20 м;6 м;;2 из 6;Монолитный;;;;;;;;;;4 750 000 ; ;+7 978 857-78-68;"Продажа апартаментов в комплексе ""Наш парус"". Прекрасный песочно-галечный пляж, идеален для детей, пожилых людей, семейного отдыха. Открытое чистое, комфортное море. 

Апартаменты находятся в первом корпусе на 2 этаже. Комплекс оснащён лифтами. Застекленная лоджия с дополнительным спальным местом, защищающая и от жары летом и от ветров с моря в межсезонье. Охраняемая и обслуживаемая круглосуточная и круглогодичная территория, автопарковка для собственников и проживающих бесплатно. В комплексе имеются рестораны, кинотеатр,СПА центр, тренажерный зал, детская игровая комната, круглосуточный магазин, своя пекарня. В посёлке Кача есть всё для постоянного проживания: школа, детский сад, магазины, аптеки, рынок, кафе, поликлиника. В город можно добраться на такси, автобусами,которые курсируют каждые полчаса.

Апартаменты тематические, класса люкс, позволят вам погрузится в отдых и насладится им на все 100%. Апартаменты пользуются спросом для сдачи посуточно в сезон. Ремонт произведен в 2016 году, всё свежее и ухоженное, десять метров от двери и ваши ножки в морском, ласковом прибое. Студия имеет разделение звукоизолирующей стеклопакетной перегородкой, что дает возможность отдохнуть в одой её зоне при работающем телевизоре в другой. Большой и вместительный шкаф-купе. Оборудована кухонная зона. Диваны с ортопедическими матрацами, съемными чехлами, которые можно стирать и легко заменить.Телевизор,кондиционер (зима -лето), интернет.
Санузел совмещённый, оборудован большим бойлером, душем, стиральной машиной. Заезжай и живи в наслаждении, просыпаясь под шум прибоя.

Продажа со всей мебелью и техникой!

Один собственник.

Звоните! С удовольствием отвечу на Ваши вопросы и организую показ.";Дизайнерский;;1 лоджия;;1 совмещенный;;;;2,7 м;Есть;;https://sevastopol.cian.ru/sale/flat/243442471/
250111352;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, просп. Генерала Острякова, 177На карте;37,7 м;18,8 м;7 м;;2 из 5;Блочный;1989;;Нет;6;Центральное;Центральное;Железобетонные;;;4 750 000 ;3 550 000 ;+7 978 857-78-68;"В продаже однокомнатная квартира на верхних Остряках. Чешка, дом из инкерманского камня, удобный этаж!

 Состояние заходи и живи. Поменяны трубы, электрика, окна. Узаконенная газовая колонка, кондиционер.

Два застекленных балкона, есть своя небольшая гардеробная.

Лучшее месторасположение! Всё самое необходимое (и даже больше) в шаговой доступности! Школа, садики, различные магазины и т.п.

Один собственник. Любая форма продажи. Перепланировок нет.

Звоните! С удовольствием отвечу на Ваши вопросы и организую показ!";Косметический;;2 балкона;На улицу и двор;1 совмещенный;;;;2,5 м;;;https://sevastopol.cian.ru/sale/flat/250111352/
250060383;;Вторичка;Севастополь, р-н Гагаринский, мкр. 5-й, ул. Александра Маринеско, 13На карте;53 м;30 м;10 м;Изолированная;5 из 5;;1994;;Нет;7;Центральное;Центральное;Железобетонные;;;4 800 000 ;4 830 000 ;+7 978 707-78-72;"Срочно!!!Продам 2-комнатную квартиру в г.Севастополь в активно развивающемся районе по улице Александра  Маринеско. Дом 1994 года постройки, чешка. Квартира находится на 5 этаже 5-ти этажного дома. Общая площадь квартиры - 53 кв.м, просторная кухня 10 кв.м, квартира на две стороны, два балкона,   Отопление центральное,на горячую воду бойлер. Один собственник.
В шаговой доступности есть все для комфортного проживания.";Без ремонта;;2 балкона;;1 раздельный;;;;;;;https://sevastopol.cian.ru/sale/flat/250060383/
243816802;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, просп. Генерала Острякова, 72На карте;44 м;28 м;7 м;;1 из 5;Блочный;1966;;Нет;4;Центральное;Центральное;Железобетонные;;;4 800 000 ;4 110 000 ;+7 978 259-91-92;"Продам просторную ,светлую квартиру на первом этаже. Этаж высокий, в доме сделан хороший ремонт, дворик ухоженный, рядом новый отреставрированный сквер  на Хрусталева. Замечательное место для вечерней прогулки или позаниматься спортом на специально оборудованной площадке. Общая площадь 44, жилая 28, кухня -7. Центр Остряков с развитой инфраструктурой- ТЦ-Москва, Океан, в шаговой доступности рынок Славянский. Транспортная развязка в любой район города. Очень уютная квартира в хорошем месте ждет своих хозяев. Покупатель услуги не оплачивает, работаем с сертификатами, поможем оформить ипотеку в банках партнерах.

Номер объекта: 1/541588/11781";Без ремонта;;;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/243816802/
249054782;;Вторичка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ГНа карте;55 м;35 м;11 м;Изолированная;7 из 10;Монолитный;;;;;;;;;;4 800 000 ;3 680 000 ;+7 978 259-91-92;"Уступка пая. 2 к площадью  55м, квартира в новом развивающемся районе. 
Современный комплекс домов с хорошо развитой инфраструктурой!  Современные безопасные лифты, утепленные фасады, панорамный вид на город, автономное отопление в каждой квартире делают их идеальным жильем в любое время года. Отличная транспортная развязка позволяет за 10 минут добраться до центра даже в час-пик.Цена двухкомнатной квартиры в новострое на Горпищенко в Нахимовском районе Севастополя устроит и пару молодоженов, и семейную пару с ребенком. Покупатель комиссию не оплачивает. Звоните, записывайтесь на просмотр, отвечу на все ваши вопросы. 

Номер объекта: 1/542313/11781";;;1 балкон;;1 совмещенный;;;;;Есть;Есть;https://sevastopol.cian.ru/sale/flat/249054782/
248881233;;Вторичка;Севастополь, р-н Гагаринский, мкр. Камышовая бухта, ул. Героев Бреста, 53БНа карте;48 м;26 м;6 м;Изолированная;1 из 4;;1988;;Нет;2;Центральное;Центральное;Железобетонные;;;4 800 000 ;4 200 000 ;+7 978 707-78-72;"Агентство недвижимости ""Статус"" предлагает Вам купить 2-комнатную квартиру в г.Севастополь, Гагаринский район,Героев Бреста улица.
Материал постройки - Инкерманские блоки. 
Год постройки дома - 1988. 
Квартира находится на 1 этаже (этажность дома - 4 этажей). 
Общая площадь квартиры - 48.00м (жилая - 26.00м,кухня - 6.00м). 
Без ремонта. Поставлена хорошая входная дверь и качественные окна, остальное все уже на вкус нового собственника. 
Отопление - Центральное, горячее водоснабжение - Бойлер. 
Документы - кадастровый паспорт, российское право собственности. 
Возможно приобретение с использованием ипотеки, но обсуждается индивидуально.";Без ремонта;;;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/248881233/
249212958;;Вторичка;Севастополь, р-н ЛенинскийНа карте;32,2 м;15 м;9,5 м;;9 из 10;Кирпичный;2018;;;;;;;;;4 800 000 ; ;+7 978 043-53-73;"Продам в ЖК ""Рудневский"" в новом  сданном доме  2018 года 1 комнатную квартиру  общей площадью 32,2 м.кв + 2 балкона  в Ленинском  районе на улице Руднева 15 . Квартира расположена на 9 этаже 10 этажного дома. 
Комната - 15 м.кв в светлых тонах создает простор и уют вашему дому. Из комнаты  имеется выход на балкон с витражными окнами, благодаря чему квартира еще светлее. Кухня  9,5 м.кв так же имеет выход на второй балкон,  установлен двухконтурный газовый котел (АГВ)  встроенная мебель остается . Санузел совмещённый  - 5 м.кв.  Коридор просторный .
Состояние квартиры хорошее  требует косметической доработки.
- рядом школы : гимназия 24, 43,60, 34,29
- детские сады  107,  32
 - ТЦ Муссон, ТЦ Лаванда  - 2 минуты на автомобиле,
- остановка общественного транспорта у дома,
Документы РФ, согласны  на ипотеку. Готовы к сделке.


Номер объекта: 1/542648/11781";;;1 балкон;На улицу;1 совмещенный;;;;;Есть;Есть;https://sevastopol.cian.ru/sale/flat/249212958/
250186254;;Вторичка;Севастополь, р-н Гагаринский, мкр. Камышовая бухта, ул. Павла Корчагина, 20На карте;46 м;36 м;6 м;;5 из 5;Блочный;1974;;Нет;6;Центральное;Центральное;Железобетонные;;;4 800 000 ;4 810 000 ;+7 978 857-66-56;"Продается хорошая квартира в жилом состоянии.

Квартира очень теплая, светлая и уютная. Не торцевая, подъезд чистый.

Балкон остеклен. Ванная комната и санузел разделены.

Отличное месторасположение. В шаговой доступности море, ТЦ Апельсин, рынок, детские сады, школа.

Удобная транспортная развязка.

Звоните! Быстрый просмотр и качественное сопровождение сделки гарантирую!";Косметический;;1 балкон;Во двор;1 раздельный;;;;2,7 м;;;https://sevastopol.cian.ru/sale/flat/250186254/
243126539;;Вторичка;Севастополь, р-н Балаклавский, мкр. Балаклава, ул. Строительная, 35На карте;45 м;31 м;6 м;;2 из 5;Блочный;;;;;;;;;;4 800 000 ; ;+7 978 857-66-27;"Продажа 2-х комнатной квартиры в Севастополе , в Балаклаве.

   Готовая к проживанию после современного ремонта. Дополнительных расходов не требует - заходи и живи. Соседи благополучные. Недалеко находится набережная . Горячая вода - колонка.                                         Рядом школы , садики , остановка общественного транспорта , тихий двор .                                                                Звоните ! С удовольствием отвечу на все вопросы и организую просмотр !";Косметический;;1 балкон;Во двор;1 раздельный;;;;2,65 м;;;https://sevastopol.cian.ru/sale/flat/243126539/
247641735;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, просп. Генерала Острякова, 72На карте;46 м;30 м;7 м;Смежная;1 из 5;Блочный;1966;;Нет;4;Центральное;Центральное;Железобетонные;;;4 840 000 ;4 300 000 ;+7 978 515-11-97;"Продам 2-х комнатную квартиру вблизи центра города Севастополя. Квартира расположена в Ленинском районе города по проспекту Генерала Острякова, 72 (рядом расположены улицы Генерала Коломийца, Маршала Геловани, Генерала Хрюкина, Боцманская, Лоцманская, Хрусталёва и другие).
Дом из натурального Инкерманского камня  имеет высокую экологическую и биологическую совместимость с человеком, обладает ярко выраженными природными свойствами антисептика и антиаллергена  людям с аллергическими проблемами то, что нужно. Безопасный материал  не накапливает статическое электричество, не имеет магнитного фона, сопоставим с деревом. А также квартира очень теплая зимой и прохладная летом, высокая  шумоизоляция. Квартира находится на 1-м высоком этаже 5-ти этажного дома, подъезд чистый, без запахов, дружные соседи.
Общая площадь 46м2, жилая 30м2, планировка квартиры:  кухня 7м2, две смежные спальные комнаты 17м2 и 13м2, которые легко можно сделать раздельными - продлив прихожую, планировка это позволяет;  совместный санузел 3м2; прихожая 6м2, высота потолков 2,60м
Квартира под ремонт, а значит есть возможность новым хозяевам сделать красивый ремонт на свой вкус. Отопление центральное, газовая колонка.
Инфраструктура района развита, рядом есть все необходимое для комфортной жизни: школы 43, гимназия 8, детские сады 52,120, МФЦ, ТЦ Московский, магазины, рынок, спортивные клубы, детская и взрослая поликлиники. Возле дома большой и красивый сквер 60-летия СССР после реконструкции.
Один собственник. Прямая продажа.";Без ремонта;;;На улицу;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/247641735/
226100993;;Вторичка Апартаменты;Севастополь, р-н Нахимовский, Осипенко село, ш. Качинское, 33/1На карте;56 м;22 м;11 м;;1 из 2;;;;;;;;;;;4 800 000 ; ;+7 978 205-60-32;"Продажа апартаментов на побережье Севастополя, первая линия от моря в поселке Орловка на территории жилищного комплекса ""Звездный берег"" в месте культурного паломничества, в 10 метрах от часовни имени Федора Ушакова, которую откроет Федор Конюхов  после возвращения из кругосветного путешествия.  Апартаменты находятся на закрытой, охраняемой территории с развитой инфраструктурой, включающей в себя бесплатную парковку, ресторан, кафе, открытый бассейн (детский/взрослый) собственный пляж, водные аттракционы, концертный зал, магазины и многое другое. Апартаменты отлично подойдут для круглогодичного проживания, а также для сдачи в летний период. Удобная транспортная развязка: Кача 3 км. Севастополь 20 км. Симферополь 60 км. Бахчисарай-25 км. Остановка находится в 50 метрах, автобусы и маршрутки ходят систематически. Апартаменты 37 кв. м. расположены на первом этаже двухэтажного дома, состоят из комнаты отдыха - 22 кв. м. + кухня/гостинная 11 кв.м., + терраса 16 кв.м. прихожая 3,2 кв. м., санузел - 3,8 кв. м. Есть возможность организовать под террасой гараж  или хоз. помещение 16 кв.м. На руках полный пакет документов РФ. Звоните, более подробная информация по телефону, продажа от собственника, без дополнительных комиссий и переплат.";Евроремонт;;1 лоджия;На улицу;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/226100993/
241928892;;Вторичка;Севастополь, р-н ГагаринскийНа карте;38 м;20 м;10 м;;5 из 10;;;;;;;;;;Наземная;4 800 000 ; ;+7 978 784-66-85;"Продается однокомнатная квартира по улице Колобова.
Квартира находится в самом востребованном Гагаринском районе, на 5 этаже 10-этажного дома. Общая площадь 38 кв. м., комната 20 кв. м. , кухня 10 кв.м. Дом новый, 2012 года постройки. В квартире установлен двухконтурный газовый котел, а значит у Вас всегда будет горячая вода, автономное отопление и экономия на коммунальных платежах. Квартира уже обставлена и готова к постоянному проживанию. В квартире сделан свежий ремонт, вся мебель остается. Дом находится в районе с развитой инфраструктурой. В шаговой доступности школа  37, детский сад  111,  125,  112, Билингвальная гимназия 2, колледж сервиса и торговли. Рядом с домом много магазинов, ТЦ Новус, Сильно, ПУД, Юмашевский рынок. Остановка транспорта - Степаняна. Парк Победы в 5 минутах езды на машине. Подходит любой вид расчета: наличный, сертификаты, ипотека. Документы РФ готовы к сделке.";Евроремонт;;1 балкон;На улицу;1 совмещенный;;;;2,9 м;Есть;Есть;https://sevastopol.cian.ru/sale/flat/241928892/
249379932;;Новостройка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ВНа карте;46 м;20 м;9 м;;5 из 11;;;;;;;;;;;4 899 000 ; ;+7 978 616-41-45;"Агентство недвижимости ""Статус"" предлагает Вам купить 1-комнатную квартиру в г.Севастополе, Нахимовский район, по ул.Горпищенко.
Материал постройки - Монолит-газобетон. 
Год постройки дома - 2019. 
Квартира находится на 5 этаже (этажность дома - 11 этажей). 
Общая площадь квартиры - 46.00м (жилая - 20.00м,кухня - 9.00м). 
В квартире уже сделан частично ремонт. 
Отопление - Индивидуальное (газовый котел), горячее водоснабжение - Газовый котел. 
Документы - договор долевого участия.";;;1 балкон;;;;;;;;;https://sevastopol.cian.ru/sale/flat/249379932/
250078298;;Вторичка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ГНа карте;43,2 м;18,6 м;12,6 м;;7 из 10;;2018;;;;;;;;;4 900 000 ;2 990 000 ;+7 978 887-54-83;"На продаже квартира с видом на море

Дом сдан.

Планировка:

Гостиная с большими окнами, просторная кухня - мечта хозяйки с выходом на балкон, ванная комната и санузел большой совмещенный и прихожая с местом под гардеробную.

В квартире:

- АГВ (двухконтурный газовый котёл)
- радиаторы отопления
- стяжка пола
- стеклопакеты
- счетчики газа, воды, электричества.

В доме:

- Бесшумный лифт
- Утепленный фасад
- На площадке в подъезде всего 5 квартир

На территории комплекса расположены:
Детские площадки, большая парковочная зона, социально-бытовые объекты.

Оформлю ипотеку по лучшей ставке в г. Севастополь быстро и выгодно для Вас!!!

 Звоните прямо сейчас 

Работаю для Вас ежедневно с 9.00 до 20.00

Полное ведение сделки и гарантия её чистоты.

! Покупайте с профессионалами рынка недвижимости !
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, черновая отделка, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 5358009.";Без ремонта;;1 балкон;;1 совмещенный;;;;;1 пасс., 1 груз.;;https://sevastopol.cian.ru/sale/flat/250078298/
249528548;;Вторичка;Севастополь, р-н Гагаринский, мкр. Камышовая бухта, ул. Павла Корчагина, 20На карте;46 м;29 м;6 м;Изолированная;5 из 5;Блочный;1974;;Нет;6;Центральное;Центральное;Железобетонные;;;4 900 000 ;4 810 000 ;+7 978 206-35-44;Продаем отличную 2-комнатную квартиру на Корчагина, р-н ТЦ Апельсин. Квартира находится на 5 этаже, шатровая крыша. Чистенькая, хороша, окна заменены, можно заехать и жить! Прекрасная инфраструктура района! Школы, сады, магазины, аптеки, поликлиники и прочие объекты инфраструктуры в шаговой доступности.;Косметический;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/249528548/
250110471;;Вторичка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ГНа карте;43,2 м;18,6 м;12,6 м;;7 из 10;Монолитный;2019;;;;;;;;;4 900 000 ;2 990 000 ;+7 978 206-35-44;"В продаже 1-комнатнаая квартира с хорошим видом из окон в СДАННОМ ДОМЕ, продажа по договору купли-продажи!
Отличная однокомнатная квартира 43.2 м2, с отличной правильной планировкой! Автономное отопление.
Бесшумный лифт, утепленный фасад дома. На территории дома детские площадки, большая парковочная зона. Школы, детские сады, магазины близко!";Без ремонта;;1 балкон;;;;;;;;;https://sevastopol.cian.ru/sale/flat/250110471/
250032538;;Вторичка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ГНа карте;44 м;18,6 м;12,6 м;;7 из 10;Монолитный;;;;;;;;;Наземная;4 900 000 ;3 060 000 ;+7 978 514-09-40;"Однокомнатная квартира в новом сданном ДОМЕ. Дом расположен на ул. Горпищенко, развитая инфраструктура, транспортная доступность микрорайона, развивающийся микрорайон с благоустроенной придомовой территорией и развитой инфраструктурой. 
Планировка:
- Просторная комната 18.6м2;
- Кухня 12.6м2;
- удобная прихожая с местом под шкаф 4.9м2; 
- совмещенный с/у 4.8м2.


Жилой комплекс отличается уютностью, удобством, продуманной планировкой, наличием парковочных мест, зон для отдыха, красивых и безопасных детских площадок и озеленением придомовой территории.

Звоните (WhatsApp; Viber).";Без ремонта;;1 лоджия;;1 совмещенный;;;;2,8 м;;;https://sevastopol.cian.ru/sale/flat/250032538/
240318969;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;62 м;32 м;9 м;;4 из 10;;;2 кв. 2021;;;;;;Черновая;;4 930 000 ; ;+7 978 076-43-02;"Квартира в новом доме на берегах сразу двух бухт ! Материнский капитал!

На берегу Казачьей бухты, в 5 минутах ходьбы от ласковых волн Черного моря, возводится новый жилой комплекс.

раздельные комнаты, просторная кухня

огромная лоджия, окна ""в пол""

прекрасный пейзаж, индивидуальное отопление

идеальная стяжка, подземный паркинг,

  На территории жилого комплекса предусмотрены зоны отдыха, спортивные площадки, зеленый сквер.

     Конечная остановка 5 маршруток обеспечивают связь со всеми районами Севастополя, в 15 минутах езды ТЦ Апельсин с магазинами и развлекательным комплексом, в шаговой доступности от ЖК пляжи Голубой, Соленой и Казачьей бухт, аптеки, рынок, школа и новый детский садик, мемориальный комплекс 35-батарея.

    Море зовет!";;;1 балкон, 1 лоджия;Во двор;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/240318969/
247658365;;Вторичка;Севастополь, р-н Гагаринский, мкр. 5-й, ул. Тараса Шевченко, 49На карте;35 м;16 м;11 м;;1 из 5;;2017;;Нет;;;;;;Наземная;4 900 000 ;3 640 000 ;+7 978 744-39-20;"Продаётся уютная, видовая однокомнатная квартира в современном жилом комплексе ""Евросити"", в пяти минутах от ТЦ Метро.
Комфортная планировка, в комнате и кухне по два окна,что делает квартиру светлой и объёмной.
В квартире сделан ремонт, окна пластиковые с еврошторами ( ролетами) и решётками , которые позволяют ставить цветы. Мебель и техника новые. При продаже - частично остаются .
Чистый ухоженный подъезд, дружные и приличные соседи.

На первых этажах дома все необходимое для современного человека- продуктовые магазины , садик и центр дошкольного развития детей , мастерская по ремонту и пошиву одежды , тренажёрный зал и фитнес студия , кофейня , несколько салонов красоты, строительный магазин и магазин для автовладельцев.
Продажа - без ипотеки , рассматриваем материнский капитал.";Дизайнерский;;;Во двор;1 совмещенный;;;;3 м;Есть;Есть;https://sevastopol.cian.ru/sale/flat/247658365/
240832909;;Вторичка;Севастополь, р-н Гагаринский, мкр. Летчики, ул. Колобова, 2На карте;37 м;16 м;10 м;;2 из 10;;;;;;;;;;;4 900 000 ; ;+7 978 734-56-10;"Продается Квартира в Севастополе (Летчики, Колобова)  
1к квартира в престижном морском районе в новом сданном доме на 2/10 
площадь 37/16.8/10.7 м.кв.,с качественным ремонтом, мебелью и техникой. АГВ. 
Остановка общественного транспорта-3 мин. Пляж-пешком 20 мин. 
Стоимость 4 900 000 рублей
+ 7 9 7 8 7 3 4 5 6 1 0 Инна";Косметический;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/240832909/
249156061;;Вторичка;Севастополь, р-н Гагаринский, мкр. Летчики, просп. Октябрьской Революции, 42На карте;70 м;;;;6 из 6;Монолитный;2007;;Нет;13;Котел/Квартирное отопление;Центральное;Железобетонные;;Наземная;4 900 000 ;6 880 000 ;+7 978 858-76-35;Продам мансардное помещение состоящее из 3 комнат, кухни, коридора, санузла и кладовых помещений по периметру. Общая используемая площадь 70м2. Этаж 6. Отопление электрическое, бойлер для горячей воды. Дом расположен возле остановки Юмашевский рынок. Вся богатая инфраструктура Гагаринского районе в пешей доступности: рынок, школы, детские сады, спортклуб, пляжи бухты Омега и парка Победы.  Стоимость 4.9 млн рублей. Ипотека не возможна, а торг-да. Звоните, будем рады показать!;Без ремонта;;;На улицу и двор;1 совмещенный;;;;;;Есть;https://sevastopol.cian.ru/sale/flat/249156061/
247459385;;Вторичка;Севастополь, р-н Балаклавский, мкр. Балаклава, ул. Герасима Рубцова, 13На карте;46,2 м;28,2 м;5,4 м;Смежная;1 из 5;;1974;;;;;;;;;4 950 000 ; ;+7 978 092-87-00;"Продается  2х комнатная квартира по ул.Рубцова (район Балаклавской набережной) , расположенной на 1 этаже 5и этажного дома. Квартира общей площадью 46,2 м, жилая 28 м, кухня 5,4 м. Комнаты смежные. Большая лоджия. Не пристройка! Все окна квартиры металлопластик.  Состояние квартиры жилое.  Есть газовая колонка, отопление центральное,  с/у раздельный. В квартире зимой очень тепло, летом прохладно. Комнаты без сырости.
До моря пройти 2 минуты пешком. Рядом, магазины, парки, детский садик, в паре остановок школа, рынок, администрация, поликлиники.  Направление общественного транспорта в любую точку не только города, но и в Инкерман, близлежайшие села. Один собственник. Документы готовы к сделке.
Звоните. С удовольствием покажем


Номер объекта: 1/542349/11781";;;1 балкон;;1 раздельный;;;;;;;https://sevastopol.cian.ru/sale/flat/247459385/
245476264;;Вторичка Апартаменты;Севастополь, р-н Нахимовский, Чайка-3 садовое товарищество, 32На карте;70 м;60 м;;Изолированная;1 из 2;Кирпичный;2017;;;;;;;;Наземная;4 995 000 ; ;+7 978 205-60-32;"Продажа апартаментов на побережье Севастополя, Орловка на территории жилищного комплекса ""Звездный берег"" в месте культурного паломничества, Апартаменты находятся на закрытой, охраняемой территории с развитой инфраструктурой, включающей в себя бесплатную парковку, ресторан, кафе, открытый бассейн (детский/взрослый) собственный пляж, водные аттракционы, концертный зал, магазины и многое другое. Апартаменты отлично подойдут для круглогодичного проживания, а также для сдачи в летний период (средний доход от сдачи за сезон 400 тыс. руб.). 
Апартаменты 70 кв. м. (20+25+25) расположены на первом и втором этаже двухэтажного дома, по факту это 3 раздельные комнаты с отдельным входом, сан. узлом и окном. По документам апартаменты с двумя комнатами художника.
 Удобная транспортная развязка: Кача 3 км. Севастополь 20 км. Симферополь 60 км. Бахчисарай-25 км. Остановка находится в 50 метрах, автобусы и маршрутки ходят систематически.
На руках полный пакет документов РФ. Звоните, более подробная информация по телефону, продажа от собственника, без дополнительных комиссий и переплат.";Косметический;;;Во двор;3 совмещенных;;;;2,7 м;;;https://sevastopol.cian.ru/sale/flat/245476264/
244779975;;Вторичка;Севастополь, р-н Балаклавский, мкр. Балаклава, ул. Герасима Рубцова, 17На карте;46 м;28 м;5 м;;1 из 5;Блочный;1974;;Нет;3;Центральное;Центральное;Железобетонные;;;4 950 000 ;3 830 000 ;+7 978 734-46-34;"Продается Квартира в Севастополе (Балаклава, Рубцова Герасима 17)
уютная 2х комнатная квартира у самой набережной Балаклавы, 
можно отдыхать летом у моря или сдавать в аренду. 
Квартира площадью 46.2/28/5,4 кв.м, расположена на первом этаже,5 эт.дома. 
имеется лоджия, газовая колонка. 
Стоимость  4 950 000 рублей";Косметический;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/244779975/
248802054;;Вторичка;Севастополь, р-н Гагаринский, мкр. Летчики, просп. Октябрьской Революции, 26На карте;34 м;18 м;6 м;;8 из 9;;;;Нет;;;;;;;5 000 000 ;3 750 000 ;+7 978 857-75-73;"Продаётся  отличная однокомнатная квартира у моря.В самом лучшем морском районе города, рядом с парком Победы (ПОР 26). 

Рядом пляж ""Омега"" и Парк Победы с песчаным пляжем. Развитая инфраструктура, транспорт, остановки, магазины, детские сады, школы и гимназии.

Цена от собственника!

Без комиссии для покупателя!

Звоните, отвечу на все Ваши вопросы и своевременно организую показ.";Косметический;;1 балкон;Во двор;1 совмещенный;;;;2,3 м;Есть;;https://sevastopol.cian.ru/sale/flat/248802054/
248898143;;Новостройка;Севастополь, р-н Гагаринский, мкр. Стрелецкая, ул. Вакуленчука, 28На карте;39 м;18 м;12,5 м;;3 из 8;;;;;;;;;;;5 000 000 ; ;+7 978 206-35-44;Продаем 1-комнатную квартиру в районе Студгородка - ЖК Университетский 2. Прекрасное расположение дома с хорошей транспортной развязкой. Квартира 39 кв.м на 3 этаже. Состояние от строителей, автономное отопление. Можно пешком идти к морю!;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/248898143/
