название;ссылка;цена;адрес;описание
3-комн. апарт., 131,5 м, 12/14 этаж;https://krym.cian.ru/sale/flat/244588069/;53 133 570 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л11;"Продается апартамент в элитном комплексе Парус.
Общая площадь апартамента, расположенного на 12 этаже 14-этажного дома, 116,5 м + терраса 15 м. Стоимость  700 000 долларов США.
Из окон и с террасы апартамента открывается восхитительный панорамный вид на Черное море.
Апартамент состоит из коридора, двух санузлов (8,4 м и 1,6 м), двух спален (18,9 м и 17,8 м) и просторной кухни-гостиной-столовой (48,8 м). Площадь холла и гардеробной  18,4 м.
В апартаменте выполнен современный дизайнерский ремонт, установлено автономное кондиционирование (Daikin) и внутрипольные конвекторы.
Кухня в апартаменте  местного производства, выполненная в итальянском стиле. Фасады  сочетание окрашенного и шпонированного МДФ. Кухонные панели также сделаны из шпонированного МДФ. Вся фурнитура  австрийской фирмы Blum.
На кухне установлен остров с большим количеством функциональных ящиков для хранения. Столешница острова выполнена из искусственного камня  кварцита. Остров сопряжен со стеной, на которую нанесено художественное панно, в точности повторяющее структуру камня столешницы и его фактуру.
Приставные стулья, примыкающие к острову, произведены на итальянской фабрике Poliform. Кухня полностью оборудована техникой: духовой шкаф, микроволновая печь, варочная поверхность бренда Neff. Неотъемлемая часть кухни  светильник испанской фирмы Vibia, который смонтирован над островом.
Обеденная зона отделена от гостиной итальянским столом с мраморной столешницей фабрики Poliform. Здесь же размещены стулья с деревянным каркасом и мягкой тканью той же итальянской фабрики. Над столом  светильники фабрики Fagerhult (Швеция).
Стены гостиной отделаны декоративной штукатуркой, которая по визуальным и тактильным ощущениям напоминает бархат. Один из ключевых декоративных объектов гостиной  картина-триплекс, написанная по индивидуальному заказу известным художником.
В гостиной находится многофункциональный пятиместный диван фабрики Minotti, к которому приставлен журнальный столик той же фабрики.
Стенка с открытыми полками и библиотекой выполнена из шпонированного МДФ. Их продолжением выступает художественное панно, имитирующее мрамор. На панно  часы фабрики Nomon (Испания).
Напольное покрытие в апартаменте выполнено из паркетной доски.
Апартамент очень светлый, но при необходимости в нем можно скрыться от ярких солнечных лучей. Для этого предусмотрены шторы из ткани black out.
В основной и гостевых спальнях вся мебель итальянских фабрик, полы  из паркетной доски. Эксклюзивные осветительные приборы (бра и люстры) так же итальянской фабрики Masiero.
Неповторимость спальных комнат подчеркивают стены, выполненные из декоративной штукатурки. А особенную уютную атмосферу помещениям придают многочисленные подсветки скрытого типа. В спальнях есть ковры итальянских и британских фабрик.
Кроме этого, в основной спальне есть зона кабинета с рабочим столом и креслом фабрики Giorgetti.
Апартамент оборудован двумя санузлами ."
3-комн. кв., 105 м, 9/14 этаж;https://krym.cian.ru/sale/flat/249622309/;1 091 894 863 ;Республика КрымЯлтаулица Московская31;"ID 777
Внимание продается видовая 3-комнатная квартира с ремонтом и мебелью S= 105 в ЖК ""Московский"".
Квартира находится на 8 этаже 14 -этажного дома. ЖК ""Московский "" построен в 2014 году.
Планировка квартиры 3 спальные комната, кухня 14,39 кв.м., прихожая 14,76 кв.м., ванная 3,09 кв.м., санузел 1,81 кв.м., 2 лоджии 5,04 кв.м. и 6,61 кв.м.
Все квартиры в ЖК ""Московский"" имеют отдельные спальные комнаты, просторные кухни. Высота потолков 3 метров. Фасад дома утеплен.
В квартире выполнен современный ремонт, установлена качественная сантехника.
В доме 2 лифта  грузовой &#40;1000 кг.&#41; и пассажирский &#40;480 кг.&#41;
Подключен домофон, телефон, интернет.
Охрана - видеонаблюдение.
Овощной рынок находится в 2-х минутах ходьбы от дома, вещевой рынок в 7 минутах, набережная города в 10 минутах ходьбы прогулочным шагом, также рядом с домом расположен парк, супермаркет, детский садик, несколько школ, 2 стадиона, один из которых детский. Таким образом, удобная транспортная развязка и близость ко всей городской инфраструктуре делают этот район весьма привлекательным для проживания и отдыха.
3-комнатная квартира в ЖК ""Московский"" S=105 кв.м всего за 14 385 000 рублей!!!!!!!
Звоните прямо сейчас!"
5-комн. апарт., 268,8 м, 7/14 этаж;https://krym.cian.ru/sale/flat/227570997/;227 715 300 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л11;"УНИКАЛЬНОЕ ПРЕДЛОЖЕНИЕ В КРЫМУ! 
 

Авторский проект одного из лучших мировых дизайнеров - пятикомнатные апартаменты в классическом стиле в комплексе ""ПАРУС"" в 120 метрах от моря!

 

Апартамент расположен на 7 этаже ,общей площадью 268.8кв.м. Кухня-столовая, просторнейшая гостиная, четыре спальни, три ванных комнаты, гостевой туалет, ВОСЕМЬ террас с завораживающим видом, гардеробная комната, панорамное остекление.

 

В отделке использованы только натуральные материалы: бразильский голубой гранит, мрамор разных цветов и видов, оникс, натуральное дерево.

Функция ""теплый пол"", индивидуальная система кондиционирования, встроенная стерео-система с выходом в каждую комнату.

Трехуровневая декоративная покраска стен. Карнизы - гипс авторской ручной работы с раздвижным механизмом.

Сантехника, смесители, ванны, душевые зоны, фирмы ""Devon&Devon"", а также мебель в ванных комнатах с отделкой камнями Swarovski!

Вся техника фирмы ""Miele"": посудомоечная машина, душевой шкаф, микроволновая печь, холодильники, морозильные камеры.

Итальянские двери с магнитными замками. Выключатели немецкой фирмы ""Gira""

Эксклюзивная итальянская мебель под заказ.

 

АБСОЛЮТНО НОВЫЙ РЕМОНТ!
 

Стоимость  3 000 000$"
2-комн. кв., 78 м, 9/10 этаж;https://krym.cian.ru/sale/flat/238686814/;91 086 120 ;Республика КрымЯлтапроезд Парковый2;Предлагаем к приобретению две 2-комнатные квартиры на 9-этаже 10-этажного нового дома, расположенного в элитном районе города Ялта в Приморском парке. . Квартира очень просторная и уютная, светлая и комфортная, наполнена современной бытовой и климатической техникой, с террасы открывается великолепный вид на горы, парк, территорию жилого комплекса. Квартира прекрасно подходит как для жизни, так и для сдачи. Видовые характеристики из окон подчеркивают индивидуальность и особенность квартиры.
4-комн. кв., 209,5 м, 16/16 этаж;https://krym.cian.ru/sale/flat/249632960/;109 000 000 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Продаётся пентхаус в Ялте 209,5 кв.м. на 16 этаже с видом на море в 100 метрах от моря в элитном районе.

Пентхаус с эксклюзивным дизайнерским ремонтом, бытовой техникой и итальянской мебелью. 

Единственная квартира, расположенная на 16-ом этаже элитного жилого комплекса. 

В квартире: 3 спальни, 2 совмещенных санузла, 2 гардеробных комнаты и большая кухня-гостиная. Так же есть огромная терраса, площадью 55.1 м2, с которой открывается роскошный вид на набережную, горы и море.

Жилая площадь: 154,4 кв.м.
Терраса: 55,1 кв.м.

На первом этаже комплекса расположена зона отдыха, ресепшен, круглосуточная охрана, так же имеется видеонаблюдение по всему периметру комплекса, в холле и коридорах. 

Дом находится в самом сердце Ялты, в Приморском парке. 
Это лучшее расположение для отдыха и регулярного проживания. 

Меньше чем в 100 метрах от моря, в 5-ти минутах ходьбы от центральной набережной Ялты, пешая доступность к инфраструктуре Приморского парка, которая включает в себя: отели, SPA комплекс, рестораны с летними площадками, фитнес-центр, пляжную зону, благоустроенный парк с реликтовыми деревьями и фонтанами, теннисные корты, детские площадки и кафе.

Стоимость: 1 500 000 USD. Торг
Пишите или звоните, ответим на все вопросы и с удовольствием покажем Вам этот объект!"
Своб. планировка, 257,8 м, 9/9 этаж;https://krym.cian.ru/sale/flat/242633533/;75 177 000 ;Республика КрымЯлтаулица Дражинского35;"Роскошный пентхаус на берегу моря общей площадью 257,8 кв.м, из которых жилая площадь  145,5 кв.м и большая терраса площадью 112,3 кв.м с потрясающим видом на море. Занимает 9 и 10 этаж всего здания.
Вашему вниманию представлен невероятной красоты пентхаус с террасой в вилле ""Чайка"" .
Вилла Чайка расположена в восточной части комплекса и имеет собственную приватную территорию, открытый подогреваемый бассейн с зоной солярия, фитнес-зал, круглосуточный ресепшн. Все лучшее, с чем ассоциируется Крым, Ялта  жизнь у моря. Многофункциональный комплекс класса Premium Актер Парк-Отель расположен в окружении реликтового парка на берегу моря в центральной части города Ялты.
Вилла Чайка  вторая очередь курортного комплекса Актер Парк-Отель. Количество апартаментов в вилле  68, из них доступны к продаже всего лишь три. Площадь апартаментов от 70 до 140 кв. м.
 Актер Парк-Отель включает в себя элитный комплекс апартаментов со структурой гостиничного обслуживания и курортный отель.
Здесь все собрано в одном месте  собственный благоустроенный пляж на своей же, строго охраняемой территории, реликтовый парк, великолепная кухня, пешеходная доступность до центра города; отличное и доброжелательное обслуживание, разнообразная культурная программа.

Помимо этого, собственники апартаментов и их гости могут свободно посещать территорию всего комплекса и пользоваться его инфраструктурой.
Пентхаус продается в готовности под чистовую отделку. Завершены системы центрального кондиционирования и отопления. Выполнена отделка террас с ограждением из стекла и натурального дерева. Установлены входные двери, алюминиевые стеклопакеты.
Профессиональная управляющая компания обеспечивает услуги по эксплуатации здания, а также весь комплекс сервисных услуг, предусмотренных гостиничными стандартами. Услуги по обслуживанию апартаментов (здания и комплекса в целом) включают в себя: техническое обслуживание, услуги по уборке, обеспечение безопасности, коммунальные и прочие услуги. Стоимость обслуживания составляет 100 рублей за квадратный метр общей площади.
Территория комплекса занимает 3 га парковой зоны с роскошными соснами, кипарисами и кедрами  это старинный экзотический парк, в котором собрано более 90 видов растений (магнолия круглоцветная и листопадная, суланжа, кедр гималайский и атласный серебристый, тис ягодный и клиновидный), около 60 видов многолетних цветочных растений и более 40 видов однолетних, многие из которых занесены в Красную книгу.

Территория комплекса круглосуточно охраняется профессиональной службой безопасности.

Инфраструктура комплекса Актер Парк-Отель:
- Благоустроенный 100 м пляж с мелкой галькой
- Старинный экзотический парк более 190 видов растений
- Открытый подогреваемый бассейн с джакузи и детской зоной
- СПА-центр(Хамам, сауна, баня, фито-бар, массажи и процедуры)
- Тренажерный зал 
- Винный бар Ротонда (Уютный каминный зал и изысканный интерьер с особой атмосферой)
- Летнее кафе Чайный домик
- Детский отдых (Детский бассейн)"
2-комн. кв., 80 м, 11/16 этаж;https://krym.cian.ru/sale/flat/238686921/;55 258 913 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Предлагаем купить 2-комнатную квартиру в современном новом доме, в Ялте. Расположенную на 11-этаже 16-этажного дома общей площадью 80 кв. метра. Планировка включает: просторную кухню-гостиную, спальню, ванную комнату, балкон. Выполнен качественный дизайнерский ремонт, установлена система ""Умный дом"", полы с подогревом, мебель ведущих европейских производителей.Из окон и открытого балкона открывается панорама моря и Ялты. В квартире никто не жил. Приморский парк, в шаговой доступности набережная, кафе, рестораны, теннисные корты, оборудованные пляжи в 100 метрах, а так же рекреационные комплексы, готовые всегда предоставить Вам услуги фитнесс-залов, SPA, саун"
6-комн. апарт., 467,5 м, 17/18 этаж;https://krym.cian.ru/sale/flat/239248786/;70 000 000 ;Республика КрымЯлтаулица Ломоносова29/4;Купить недвижимость в Ялте? Отличное предложение! Предлагаем к продаже двухуровневые апартаменты в тихом центре Ялты. Апартаменты находятся в клубном доме утопающем в зелени и тишине. Закрытая охраняемая территория, место для парковки, детская площадка, бассейн и шикарный парк с вековыми деревьями, место для комфотного отдыха. Централизованные системы вентиляции, пожаротушения, газо-, водо- и теплоснабжения сделают Вашу жизнь комфортной и безопасной. В двух шагах от комплекса находится парк с новыми детскими площадками, стадион, тренажерный зал, салоны красоты, кинотеатр, кафе и самые разные магазины. До моря и набережной Ялты десять минут прогулочным шагом по ровной местности. Площадь апартаментов (467,5м2) и свободная планировка позволит Вам воплотить любые самые смелые дизайнерские задумки. Алюминиевые окна Schuko с двойными стеклопакетами обеспечат прекрасную звуко- и теплоизоляцию помещения. Монолитное строительство обеспечивает высочайший уровень сейсмоустойчивости и гарантирует долговременный срок безопасной эксплуатации здания. Расположение апартаментов на последних этажах откроет волшебный вид на горы и город. А балкон даст возможность наслаждаться чистым, свежим воздухом в любое время
6-комн. кв., 377 м, 18/19 этаж;https://krym.cian.ru/sale/flat/223027694/;57 308 350 ;Республика КрымЯлта городской округКореиз пгтшоссе Севастопольское;"В продаже большая квартира в жилом комплексе Respect Hall Resort & SPA общей площадью 377,1 кв.м
В квартире выполнена пред-чистовая отделка, разведена электрика и сантехника.
Жилой комплекс Respect Hall Resort & SPA.
Элитный жилой комплекс Respect Hall расположен в Кореизе у подножья горных рельефов известного во всем мире трезубца Ай-Петри, высотой 1234 метра над уровнем моря. Воздух наполнен ароматом богатой флоры крымских деревьев и растений. Кореиз  уникальное по своей природе экологичное и очень живописное место.
Жилой комплекс Respect Hall Resort & SPA  19-этажное здание, построенное с учетом современных технологий и смелых архитектурных решений в строительстве. Комплекс оборудован панорамным лифтом с видом на море. В создании интерьера квартир комплекса использованы светлые пастельные тона, создающие пространство, наполненное светом. В них создано все для комфортной жизни. Осталось выйти на террасу с видом на побережье Черного моря и встретить рассвет с чашечкой ароматного кофе.
Закрытая благоустроенная территория жилого комплекса Respect Hall Resort & SPA круглосуточно охраняется и находится под видеонаблюдением. Богатая инфраструктура никого не оставит равнодушным, каждый найдет здесь что-то по душе. Лучший SPA-комплекс Крыма предложит услуги русской и финской, японкой и марокканской, корейской и турецкой бани; услуги массажа и салона красоты, а центр аюрведы будет приятным открытием для истинных ценителей индийской народной медицины. Тех кто любит поплавать ждет большой открытый бассейн.
На территории комплекса есть подземный и надземный паркинг. А видовая канатная дорога спустит Вас к частному закрытому пляжу с джакузи и бассейном.
Кореиз удивит Вас своими достопримечательностями, известными во всем мире. Парк Чаир  красивейшее место, являющееся памятником садово-парковой архитектуры Крыма, в котором растут очень редкие виды растений и деревьев, привезенных с разных уголков света. Дворец Дюльбер и Юсуповский дворец  визитная карточка Кореиза, до которой от комплекса можно добраться за считанные минуты, станет для вас открытием и незабываемыми впечатлениями.
Жилой комплекс Respect Hall Resort & SPA гостеприимно откроет свои двери для нового собственника квартиры мечты!"
3-комн. апарт., 170 м, 11/13 этаж;https://krym.cian.ru/sale/flat/248534389/;67 555 539 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л4;"Арт. 33771759 Предлагаем к продаже шикарные  апартаменты в самом престижном районе Ялты - Приморском парке.

Апартаменты общей площадью 170 кв.м, расположены на 11-м этаже 13-этажного современного комплекса.
Планировка: кухня-гостиная, 2 изолированные спальни, 2 ванные комнаты, 2 гардеробные, 4 просторные  террасы. Из окон всех комнат открывается панорамный вид на море.

В апартаментах выполнен авторский ремонт, установлена  итальянская мебель, а также все необходимое оборудование, отопление, кондиционеры, ТВ и прочее.

В 50 метрах от комплекса оборудованные пляжи и вся инфраструктура набережной: магазины, аптеки, салоны красоты, фитнес-залы, бары, рестораны."
4-комн. кв., 377 м, 18/19 этаж;https://krym.cian.ru/sale/flat/223549687/;56 928 825 ;Республика КрымЯлта городской округКореиз пгтшоссе Кореизское3;"Недвижимость в Крыму, квартира в Ялте .
Предлагаем купить квартиру в Большой Ялте, в современном жилом комплексе Респект Холл.  Видовой пентхаус в 2-х этажах с чистовой отделкой 377м2 с правом прописки и городскими тарифами на ком услуги.  Квартира на 18 и 19 этаже со своим лифтом. В каждой из 5 комнат свой санузел и гардеробная . Все помещения с панорамным видом на море и крымские горы. С каждой спальни выход на просторный балкон. Это комфортабельное предложение как для постоянного проживания, так и для отдыха. На квартиру получены кадастровые паспорта РФ. От отеля до пляжа можно добраться на видовой канатной дороге. На территории пляжа работают бассейны с морской водой, а для детей всегда открыт детский уголок с песочницей и качелями. Так же в комплексе Респект Холл есть детская площадка, зооуголок, детская комната, ресторан, гриль-бар, открытый бассейн с джакузи, комплекс СПА, тренажерный зал.
Отель ""RespectHallResortHotel& SPA"" находится в поселке Кореиз на юге Крыма в 16 км от города Ялта. Недалеко от него располагаются самые интересные курортные объекты Южного Крыма: замок ""Ласточкино гнездо, Воронцовский, Юсуповский и Левадийский дворцы, подъемники канатной дороги на Ай-Петри.

Благоустроенная территория отеля, имеющая площадь в 3 га, закрыта от посторонних и надежно охраняется. На ней располагается единый архитектурный ансамбль  ""Башня"" (19 этажей из которых 18и 19 предлагается к продаже) и ""Парус"" (15 этажей).
Живописный вид с каждого помещения квартиры не только радует своими пейзажами , но и дарит возможность наслаждаться морскими рассветами и закатами.
Приобретение квартиры в комплексе Респект Холл в Кореизе  это отличная инвестиция в будущее вашей семьи, так как стоимость на эту недвижимость только растет из года в год."
4-комн. кв., 210 м, 16/16 этаж;https://krym.cian.ru/sale/flat/243433302/;114 120 150 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;ID:20705. Предлагаем к продаже светлую просторную квартиру с шикарным видом на Ялтинскую бухту, комплекс расположен в Приморском парке города Ялта, всего в 50-ти метрах от моря и оборудованных пляжей. 16-й этаж 16-этажного дома, общая площадь квартиры с учетом панорамной террасы - 209,5 кв.м, функциональная планировка включает три отдельные спальни, кухню-столовую с диванной зоной, два санузла, гардеробные, холл, террасу. Квартира с качественным ремонтом, выполненным по авторскому проекту, полностью меблирована и оснащена бытовой техникой, осветительными приборами и предметами декора. Жилой статус с возможностью прописки и экономичными тарифами, дом заселен, налажен сервис и эксплуатация, к услугам собственников сложившаяся инфраструктура района: кафе, рестораны, прогулочные аллеи и теннисные корты, SPA-центры и чистые мелко-галечные пляжи. Квартира подойдет как для постоянного проживания, так и для сезонного отдыха.
5-комн. апарт., 458,1 м, 9/9 этаж;https://krym.cian.ru/sale/flat/238736979/;172 931 000 ;Республика КрымЯлта городской округОреанда пгт60Гк1;"Продается трехуровневый пентхаус в Ялте

В стоимость входит:
 отделка под ключ;
 меблированная кухня со встроенной техникой: холодильник, стиральная машина, микроволновая печь, посудомоечная машина, варочная поверхность (Electrolux, Bosch);
 оснащенные санузлы: унитаз, биде, раковина, душ, ванна (Devit, Villeroy and Boch);
 мульти сплит система (Toshiba)

В оформлении интерьеров используются высокого качества, экологически чистые отделочные материалы.
Комплекс полностью готов, введен в эксплуатацию. На все апартаменты получены свидетельства о собственности.

Возможно предоставление рассрочки на год:

 на полгода без процентов, с минимальным 1-м взносом 50%, остаток по сумме выплачивается ежемесячно;
-последующие 6 месяцев  с начислением процентов на остаток задолженности из расчета 12% годовых.
Возможно получение ипотечного кредита в Российском Национальном Коммерческом Банке (РНКБ)
В нашем комплексе предусмотрена подземная двухуровневая парковка. Продажа машино-мест осуществляются в подземном паркинге 3-го, 6-го и 7 корпусов. Цена м/м составляет 65 000 долларов США.

На территории комплекса находятся три открытых бассейна, детская и спортивная площадки.
Работает ресторан итальянской кухни.

Площадь 458,1 м2
Жилая 221,0 м2, терраса 237,1 м2
Стоимость 2 366 253 долларов США"
3-комн. апарт., 280 м, 9/10 этаж;https://krym.cian.ru/sale/flat/232344358/;82 500 000 ;Республика КрымЯлтаулица Игнатенко5;"Арт. 21841289 Продаются шикарные апартаменты в центре Ялты, которые представляют собой двухуровневый пентхаус на 9-м и 10-м этажах с шикарным видом на море, горы, Ялту, с летним баром, кухней и домашним кинотеатром на террасе. Красивая лестница, оригинальное решение - запасной выход с секретом. Удаленность от моря 50 м. В нем три спальни, три сан узла, душ на террасе, гостиная с балконом с видом на море, набережную, две полноценные кухни (одна на террасе). Большая терраса 100 м2 с шезлонгами. В следующем году планируется джакузи переливная - ""зеркало воды"" в уровень с полом террасы, автономная (зима/лето) на 8 персон (джакузи еще не инсталлирована). Авторский ремонт, изысканная, и в то же время удобная мебель, современная техника, кондиционеры, большие телевизоры с приставкой apple TV, видеонаблюдение, сигнализация, ip-домофон, вся техника управляется с айфона, есть видео инструкции - эта квартира создана для комфортной и счастливой жизни!"
2-комн. кв., 82 м, 11/16 этаж;https://krym.cian.ru/sale/flat/189278712/;56 928 825 ;Республика КрымЯлтанабережная Ленина4;"Продается квартира в Приморском парке, ЖК Лотос

Квартира расположена на 11 этаже 16 этажного дома.

Общая площадь квартиры составялет 82 кв.м.

В квартире выполнен качественный ремонт

Панорамный вид на море и горы

Планировка:

Уютная спальня с выходом на террасу и просторная гостиная

Месторасположение ЗДАНИЯ  ПРИМОРСКИЙ ПАРК С ВЕЧНОЗЕЛЁНЫМИ, РЕЛИКТОВЫМИ ДЕРЕВЬЯМИ  САМОЕ ВОСТРЕБОВАННОЕ МЕСТО В ЯЛТЕ, его инфраструктура сравни ПЯТИЗВЁЗДОЧНОМУ ОТЕЛЮ.

В инфраструктуру входят: ПЛЯЖИ, ОТЕЛИ 5 ЗВЁЗД, теннисные корты, рестораны с кухнями народов мира, ОТКРЫТЫЙ РЕСТОРАН ТАНЦУЮЩИХ ФОНТАНОВ, SPA- ЦЕНТР с лучшим сервисом, несколько видов бань, БАССЕЙНЫ с морской и пресной водой, БЮВЕТ С ЛЕЧЕБНЫМ ПОДЗЕМНЫМ КЛЮЧЁМ.

ВСЁ ЭТО ВСЕГО В 3 МИНУТАХ ХОДЬБЫ ОТ ЗНАМЕНИТОЙ ЯЛТИНСКОЙ НАБЕРЕЖНОЙ."
3-комн. апарт., 131,5 м, 12/14 этаж;https://krym.cian.ru/sale/flat/204123138/;53 133 570 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л11;"Просторный апартамент с видом на море
Продается апартамент в ялтинском жилом комплексе Парус.
Общая площадь квартиры, расположенной на 12 этаже 14-этажного дома, 116,5 м + терраса 15 м2 . Стоимость  700 000 долларов США.
Из окон и с террасы апартамента открывается восхитительный панорамный вид на Черное море.
В квартире выполнен современный дизайнерский ремонт, установлено автономное кондиционирование и внутрипольные конвекторы. Мебель  местного и итальянского производства, паркет  австрийского бренда, столешница в кухне  из искусственного камня
ЖК Парус находится в Приморском парке Ялты  самом сердце исторической части города."
4-комн. кв., 353 м, 14/14 этаж;https://krym.cian.ru/sale/flat/243433213/;129 336 170 ;Республика КрымЯлтаулица Гоголя4;"ID:20633. Предлагаем к продаже пентхаус в современном жилом комплексе, расположенном на Набережной города Ялта, рядом с ее визитной карточкой  гостиницей ""Ореанда"".  14-й этаж 14-этажного здания (15-й этаж технический), состоит из 2-х квартир с отдельным входом, суммарной площадью площадью - 353 кв.м.

Квартира 1, общая площадь - 121,5 кв.м, планировка: две спальни, с выходом на открытый балкон, гостиная, холл, два санузла.

Квартира 2, общая площадь - 231,5 кв.м, планировка: две спальни с выходом на открытый балкон, гостиная, кухня-столовая, смежная с панорамной застекленной террасой, холл, два санузла.

Выполнен качественный ремонт, квартиры меблированы, оснащены оборудованием, бытовой техникой. За пентхаусом закреплено персональное парковочное место в подземном паркинге.

В доме круглосуточная охрана, видеонаблюдение. Подъезд оборудован 2-мя пассажирскими и одним грузовым лифтом, на этаж можно подняться с помощью персонального ключа. Дом имеет статус жилой недвижимости с пропиской и низкими тарифами на обслуживание. К услугам собственников room-service, оборудованные пляжи, кафе и рестораны, SPA-центр."
4-комн. апарт., 280 м, 9/10 этаж;https://krym.cian.ru/sale/flat/198705718/;74 000 000 ;Республика КрымЯлтаулица Игнатенко5;"ID 771
ВНИМАНИЕ! 
Продается пентхаус 2-х уровневый в Ялте жк Амтек площадью 280 кв.м.
Шикарные апартаменты в центре Ялты, представляют собой двухуровневый пентхаус на 9-м и 10-м этажах с шикарным видом на море, горы, Ялту, с летним баром и домашним кинотеатром на террасе. 
Красивая лестница, оригинальное решение - запасной выход с секретом.
Удаленность от моря 100 м. Теплые полы на плиточных зонах кроме спален. 
Три спальни, три сан узла включающие в себя 3 душа и одну ванну. Из них один душ на террасе, гостиная с балконом с видом на море, две полноценные кухни, одна из которых летняя, в каждой спальне гостиной и террасе большие современные телевизоры 65 дюймов, с мультимедиа приставками Apple TV. На террасе аудио подготовка через ресивер ONKIO 6 яхтных уличных колонок. При необходимости можно подключить два сабвуфера и вывести по bi-ampingфронтальные колонки. 
Большая терраса 100 кв.м. с террасной мебелью с инсталляцией под джакузи планируется. Джакузи переливная - зеркало воды в уровень с полом, автономная - зима/лето на 8 персон - джакузи еще не инсталлировано. 
Цена без джакузи.
В здании салон красоты, кофейня, вся инфраструктура в шаговой доступности 50 метров.
Современные апартаменты S=280 кв.м.  в центре Ялты   за 74 000 000 руб .
ЗВОНИТЕ!"
