название;ссылка;цена;адрес;описание
1-комн. апарт., 47,7 м, 15/18 этаж;https://krym.cian.ru/sale/flat/237436981/;14 310 000 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"Продаются 1-комнатные апартаменты, в сданном доме, общей площадью 47.70 кв.м., на 15 этаже. Современное многоэтажное здание комплекса включает в себя апартаменты, центр красоты и тренажерный зал, подземный паркинг, ресепшн, сервис-бюро, лобби-бар и кафе.
Множество идей, реализованных в проекте - это наше стремление создать новое качество жизни, использование современных технологических разработок; тщательная работа над проектом, благодаря которой, преимуществом комплекса ""Зазеркалье"", кроме месторасположения, действительно стали комфорт и благополучие. Например, балконы, шириной 2.4 метра, на которых есть возможность расположить шезлонги или летнюю мебель в соответствии с Вашими предпочтениями. Звукоизоляция от внешнего шума для того, чтобы ничто не мешало спокойному сну и отдыху.
Дополнительные помещения в зоне парковки для хранения вещей и инвентаря. Сервисная служба комплекса всегда готова организовать трансфер, экскурсии, предоставить информацию о событиях и развлечения в городе, забронировать билеты на самолет или в театр, пригласить няню, горничную, а также оказать ряд других услуг, которые помогут Вам распоряжаться своим свободным временем, не отвлекаясь на решение организационных вопросов.
Детский клуб в фойе обеспечит досуг детей разного возраста увлекательными, творческими занятиями. Вкуснейшие блюда, которыми вы наслаждаетесь в нашем уютном кафе, также доставят, по предварительному заказу, к Вам в апартаменты. Изысканность современных дизайнерских решений, уникальные ландшафтные и климатические условия, дополнительный сервис гарантируют Вам наслаждение беззаботной жизнью у моря с максимальным комфортом."
Квартира на набережной;https://krym.cian.ru/sale/flat/244264214/;15 181 020 ;Республика КрымЯлтанабережная Имени В.И. Ленина;Продам квартиру студию в самом сердце Ялты, на набережной Ленина, в ста метрах от моря. Квартира находится на 3м этаже, ОП 60 кв м, выполнен красивый ремонт, окна выходят на море. Установлен 2х контурный котел.
2-комн. кв., 77,1 м, 2/10 этаж;https://krym.cian.ru/sale/flat/250043620/;13 300 000 ;Республика КрымЯлтаулица Щорса30;"Продается КВАРТИРА под ключ с качественным ремонтом и красивым видом из окон на Ялтинский маяк!
 
Квартира состоит из кухни-гостиной, спальни, прихожей, санузла и балкона площадью 11,2 кв.м..
Общая площадь квартиры с учетом балкона равна 77,1 кв.м. Квартира расположена на третьем этаже многоквартирного жилого дома этажностью 8 этажей. Удобная, просторная планировка, современный дизайнерский ремонт, светлые комнаты - вот, что делает квартиру выгодным вложением средств и ЦЕЛЕСООБРАЗНОЙ покупкой для постоянного проживания и отдыха.
 
Квартира расположена:
- в инфраструктурно развитом районе
- благоустроенная прилегающая территория жилого комплекса с видеонаблюдением
- наличие всего необходимого для максимально комфортного проживания
- обслуживание в жилом доме 23 руб. с 1м.кв"
2-комн. апарт., 57,3 м, 9/18 этаж;https://krym.cian.ru/sale/flat/240306583/;12 342 420 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"Продаются 2-комнатные апартаменты, в сданном доме, общей площадью 57.30 кв.м., на 9 этаже. Современное многоэтажное здание комплекса включает в себя апартаменты, центр красоты и тренажерный зал, подземный паркинг, ресепшн, сервис-бюро, лобби-бар и кафе.
Множество идей, реализованных в проекте - это наше стремление создать новое качество жизни, использование современных технологических разработок; тщательная работа над проектом, благодаря которой, преимуществом комплекса ""Зазеркалье"", кроме месторасположения, действительно стали комфорт и благополучие. Например, балконы, шириной 2.4 метра, на которых есть возможность расположить шезлонги или летнюю мебель в соответствии с Вашими предпочтениями. Звукоизоляция от внешнего шума для того, чтобы ничто не мешало спокойному сну и отдыху.
Дополнительные помещения в зоне парковки для хранения вещей и инвентаря. Сервисная служба комплекса всегда готова организовать трансфер, экскурсии, предоставить информацию о событиях и развлечения в городе, забронировать билеты на самолет или в театр, пригласить няню, горничную, а также оказать ряд других услуг, которые помогут Вам распоряжаться своим свободным временем, не отвлекаясь на решение организационных вопросов.
Детский клуб в фойе обеспечит досуг детей разного возраста увлекательными, творческими занятиями. Вкуснейшие блюда, которыми вы наслаждаетесь в нашем уютном кафе, также доставят, по предварительному заказу, к Вам в апартаменты. Изысканность современных дизайнерских решений, уникальные ландшафтные и климатические условия, дополнительный сервис гарантируют Вам наслаждение беззаботной жизнью у моря с максимальным комфортом."
Комфортная квартира , тихий район;https://krym.cian.ru/sale/flat/240421379/;11 200 000 ;Республика КрымЯлтаулица Щорса40;Светлая видовая квартира после ремонта.Полностью укомплектована мебелью и бытовой техникой.
Квартира в Ялте у моря;https://krym.cian.ru/sale/flat/244764911/;12 342 420 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"Апартаменты, расположенные на 9 этаже 20-этажного комплекса идеально подойдут в качестве инвестиции: недвижимость в Приморском парке всегда в цене и отлично сдается!

Зазеркалье обладает рядом преимуществ:

- 150 метров от моря

- наличие собственной инфраструктуры

- близость всей инфраструктуры Приморского парка: пляжи, кафе, рестораны, фитнес-клубы, салон красоты, прогулочные зоны

- наличие собственной котельной

- удачное расположение.

Звоните и станьте обладателем апартаментов у моря!!!"
1-комн. апарт., 47,6 м, 16/18 этаж;https://krym.cian.ru/sale/flat/239743493/;15 708 000 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"Продаются 1-комнатные апартаменты, в сданном доме, общей площадью 47.60 кв.м., на 16 этаже. Современное многоэтажное здание комплекса включает в себя апартаменты, центр красоты и тренажерный зал, подземный паркинг, ресепшн, сервис-бюро, лобби-бар и кафе.
Множество идей, реализованных в проекте - это наше стремление создать новое качество жизни, использование современных технологических разработок; тщательная работа над проектом, благодаря которой, преимуществом комплекса ""Зазеркалье"", кроме месторасположения, действительно стали комфорт и благополучие. Например, балконы, шириной 2.4 метра, на которых есть возможность расположить шезлонги или летнюю мебель в соответствии с Вашими предпочтениями. Звукоизоляция от внешнего шума для того, чтобы ничто не мешало спокойному сну и отдыху.
Дополнительные помещения в зоне парковки для хранения вещей и инвентаря. Сервисная служба комплекса всегда готова организовать трансфер, экскурсии, предоставить информацию о событиях и развлечения в городе, забронировать билеты на самолет или в театр, пригласить няню, горничную, а также оказать ряд других услуг, которые помогут Вам распоряжаться своим свободным временем, не отвлекаясь на решение организационных вопросов.
Детский клуб в фойе обеспечит досуг детей разного возраста увлекательными, творческими занятиями. Вкуснейшие блюда, которыми вы наслаждаетесь в нашем уютном кафе, также доставят, по предварительному заказу, к Вам в апартаменты. Изысканность современных дизайнерских решений, уникальные ландшафтные и климатические условия, дополнительный сервис гарантируют Вам наслаждение беззаботной жизнью у моря с максимальным комфортом."
2-комн. кв., 115 м, 10/16 этаж;https://krym.cian.ru/sale/flat/233190354/;13 800 000 ;Республика КрымЯлтаулица Кривошты11А;"Продается 2-комнатная квартира, в сданном доме (Континент), общей площадью 115.00 кв.м., на 10 этаже. АДРЕС: г. Ялта, ул. Кривошты 11а. 
О КВАРТИРЕ. Большие панорамные окна. Проведено индивидуальное отопление, вода, электричество, интернет, кабельное телевидение. 
О ДОМЕ. 15-этажный дом состоит из 163 квартир. Здание построено по монолитно-каркасной технологии, что обеспечивает высокий уровень сейсмоустойчивости и пожаропрочности. Материалы строительства экологичны и безопасны. 
Холл и коридоры имеют художественное оформление. На каждом этаже установлены камеры видеонаблюдения, а также к вашим услугам - квалифицированный консьерж, охраняющий спокойствие и порядок в доме. Два лифта  грузовой и пассажирский.
БЛАГОУСТРОЙСТВО. Территория вокруг дома закрыта и надежно охраняется. Наслаждайтесь прохладой и уютом зелёных зон отдыха, созданных во дворе дома. Современные спортивная и детская площадки зона барбекю. 
ПАРКИНГ. Для владельцев авто на территории предусмотрен небольшой подземный паркинг и наземные парковочные места, расположенные на двух уровнях. Обустроены проезды с бетонным покрытием из фигурной тротуарной плитки.
МЕСТОРАСПОЛОЖЕНИЕ. Жилой дом ""Континент"" расположен на возвышенности в зеленой части города на ул. Кривошты. Центр города и набережная им. Ленина находятся в пешей доступности - 20 минут, а путь на автомобиле занимает всего 5-7 минут. В 150 м расположена остановка общественного транспорта. Шумоизоляция от оживленного дорожного движения обеспечивается зелеными насаждениями деревьев и кустарников. 
ИНФРАСТРУКТУРА. В нескольких минутах ходьбы расположены магазины, кафе, небольшой рынок, школа и детский сад, современный спортивный зал, аптека, автовокзал. 
УСЛОВИЯ ОПЛАТЫ. Продажа осуществляется напрямую от застройщика. Возможно использование материнского капитала, рассрочки, ипотеки. Дом введен в эксплуатацию, можно сразу заселиться. Договор купли-продажи. Предложение ограничено. Звоните, чтобы успеть забронировать!"
2-комн. кв., 79,01 м, 7/11 этаж;https://krym.cian.ru/sale/flat/240702339/;11 456 450 ;Республика КрымЯлтаулица Руданского21А;Продается 2-комнатная квартира, в сданном доме, общей площадью 79.01 кв.м., на 7 этаже.
Своб. планировка, 66,7 м, 13/20 этаж;https://krym.cian.ru/sale/flat/244765940/;15 341 000 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"Апартаменты под отделку в ЗАЗЕРКАЛЬЕ в самом центре престижного Приморского парка, среди субтропической зелени в 150 метрах от моря и набережной Ялты.

Апартаменты свободной планировки площадью 66,7 кв.м. расположены на 13-м этаже 20-этажного дома, включают в себя: кухню-гостиную с обеденной зоной и панорамными окнами в пол, просторную спальню, большую террасу 14 кв.м. с изумительным видом на море и Ялту, прихожую и совмещенный санузел. Высокие потолки (более 3-х метров) визуально увеличивают пространство. В квартирах установлены надежные стальные белые двери с замками Kale.

Обслуживает комплекс будет собственная Управляющая компания.
Инфраструктура комплекса позволит вам максимально эффективно использовать свободное время. На территории расположены: библиотека, центр красоты, тренажерный зал, детский клуб, кафе, лобби-бар, 4-х уровневый подземный паркинг, собственная прачечная, круглосуточная охрана, а также отель для ваших гостей и специальный тариф на посещение аквапарка Атлантида в 5 минутах ходьбы.

Купить апартаменты в Ялте  значит, сделать выгодные инвестиции, о которых вы никогда не пожалеете. Престижное и удобное расположение, благоустроенная территория, современная планировка квартир у моря  это и богатая инфраструктура делают комплекс Зазеркалье привлекательным местом для покупки недвижимости."
3-комн. кв., 67,9 м, 9/18 этаж;https://krym.cian.ru/sale/flat/196834756/;10 500 000 ;Республика КрымЯлтаулица Ломоносова25;"2-х комнатная квартира с незабываемым видом  в Клубном доме ""Солярис"".
Общая площадь  квавртиры 67,9 кв.м, свободной планировки, расположена на 9-м этаже 18-ти этажного дома.
Клубный дом ""Солярис"" имеет собственную огороженную территорию 1,3 Га с собственным парком: столетними кипарисами, ель, сосна и другой зеленью. Инфраструктура комплекса: охрана, бассейн, детская площадка, парковочные места. В пешей доступности набережная Ялты, пляжи, центральный стадион Авангард, магазины и рынки. Рядом школа, детский сад, поликлиника, оздоровительный центр, кинотеатр. Комфортное проживание круглый год.Есть возможность объединить с соседней квартирой!Цена ниже чем у застройщика!"
Апартаменты с видом на море;https://krym.cian.ru/sale/flat/247100008/;12 600 000 ;Республика КрымЯлтаулица Рузвельта;"Продаются апартаменты в новом, элитном жилом комплексе, в самом сердце Ялты!  
До Набережной 2 минуты пешком. Идеальное расположение для отдыха и постоянного проживания. 
В новом комплексе 2 лифта, подземная парковка, ресторан. На мансардном этаже бассейн, тренажерный зал - только для жильцов комплекса, совершенно бесплатно. 
Апартаменты расположены на 6-м этаже. С уютного балкона открывается великолепный вид на море и город. 
Общая площадь-  64.6 кв.м.  Площадь без балкона 59.3 кв.м. Балкон  5.3. кв.м.
Отопление - газовая котельная. Центральное водоснабжение и электричество."
2-комн. кв., 111,4 м, 2/14 этаж;https://krym.cian.ru/sale/flat/219402984/;10 900 000 ;Республика КрымЯлтаулица Щорса20;"Продаётся 2-х комнатная квартира с отличным ремонтом для отдыха и проживания в центре Ялты. Квартира общей площадью 111,4 м2, расположена на 2-м этаже 14-этажного дома.
Квартира правильной планировки: прихожая, кухня-столовая, совмещенный санузел (с двумя входами, один из спальни), спальня, просторная гостиная и большой застекленный балкон (27 м2). В рабочей зоне кухни встроена качественная техника.

Собственники квартиры приобретали ее исключительно для отдыха в 2008 году при сдаче ЖК Вершина Успеха в эксплуатацию.

ЖК Вершина успеха  дом комфорт-класса, расположен в центральной части города в окружении парка санатория имени Кирова.

В доме 2 подъезда, круглосуточная охрана, видеонаблюдение, 2-х уровневый паркинг. Свое ТСЖ, стоимость обслуживания дома 19 рублей за м2.
Вся инфраструктура в пешей доступности, до района Спартак  200 метров, до моря  500 метров.
Документы готовы к сделке."
2-комн. кв., 72 м, 4/10 этаж;https://krym.cian.ru/sale/flat/249447364/;14 700 000 ;Республика КрымЯлтаулица Свердлова48Ак6;"Продается просторная квартира с новым ремонтом в современном доме Эгоист

Квартира площадью 72 кв.м, расположена на 4-ом этаже (фактически 6-й) 10-ти этажного дома.

Квартира состоит из:
       изолированной спальни;
     гостиной (24 кв.м);
       кухни (15,5 кв.м);
       гардеробной комнаты;
        совмещенного санузла с ванной.

В квартире выполнен качественный ремонт из дорогостоящих материалов по дизайн-проекту, установлен газовый котел для индивидуального отопления и вся необходимая техника ведущих производителей. С квартиры открывается прекрасный вид на горы.

Дом введен в эксплуатацию и заселен на 80%, консьерж и закрытый охраняемый паркинг. Паркинг можно приобрести за отдельную плату.

Удачное расположение позволяет добраться до центра и набережной всего за 15 мин пешим шагом, либо 5 минут на авто. В 300 м  выезд на Южнобережное шоссе."
1-комн. апарт., 52,5 м, 2/9 этаж;https://krym.cian.ru/sale/flat/244956832/;15 181 020 ;Республика КрымЯлтанабережная Имени В.И. Ленина13;"Предлагаем к продаже апартаменты в одном из лучших комплексов- Президент Отель  Таврида.

Апартаменты расположены на 2м этаже, в центральной части комплекса. Апартаменты с новым ремонтом. Выполнена качественная отделка в классическом стиле, встроена техника, установлена новая мебель. Высокие потолки подчеркивают изысканность и стиль данных апартаментов. С небольшого балкона открывается вид на город.

Президент отель- Таврида  это один из атмосферных комплексов Ялты расположенный в центральной части, в 50 метрах от набережной и в 100 метрах от моря. Такое расположение комплекса позволит Вам наслаждаться утренними и вечерними прогулками по набережной Ялты.

В 2005 г. отель Таврида был отреставрирован, сохранив при этом исторический стиль здания гостиницы.

Фасад гостиницы украшен чудесными колоннами, роскошными просторными террасами и верандами. Шикарные венецианские дворики с фонтанами, прозрачный свод кровли, мраморные лестницы, подчеркнутые кованым ограждением, в сочетании с уникальными скульптурами  всё это вызывает чувства восторга от увиденного. Великолепное расположение, более 20 интересных мест в шаговой доступности."
3-комн. кв., 88,9 м, 7/8 этаж;https://krym.cian.ru/sale/flat/237600738/;14 224 000 ;Республика КрымЯлтаулица Войкова20;Продается 3-комнатная квартира, в сданном доме (Корпус 1), общей площадью 88.90 кв.м., на 7 этаже.
2-комн. апарт., 52,8 м, 8/10 этаж;https://krym.cian.ru/sale/flat/247658166/;14 203 200 ;Республика КрымЯлтаулица Дражинского48В;Продаются 2-комнатные апартаменты, в сданном доме (Дом 48В), общей площадью 52.80 кв.м., на 8 этаже.
2-комн. кв., 72 м, 9/10 этаж;https://krym.cian.ru/sale/flat/249361656/;15 750 000 ;Республика КрымЯлтаулица Свердлова48;"Просторная квартира с новым ремонтом в современном доме Эгоист

Квартира площадью 72 м2, расположена на 9-ом этаже 10-ти этажного дома. В квартире выполнен качественный ремонт из дорогостоящих материалов по дизайн-проекту, установлен газовый котел для индивидуального отопления  и вся необходимая техника ведущих производителей Германии , Италии. В квартире в какой комнате установлен кондиционер, теплый пол. С квартиры открывается прекрасный вид на горы и Ялту.

Квартира состоит из:
                       изолированной спальни (15,5 м2);

            гостиной с кухонной зоной (43 м2);

            коридор (9,8 м2);

            гардеробной комнаты (3,4 м2);

            совмещенного санузла с ванной (5,4 м2)

Дом введен в эксплуатацию и заселен на 80%, консьерж и закрытый охраняемый паркинг. Обслуживание в месяц 23 рубля за м2 плюс расходы по счетчикам.

Паркинг можно приобрести за отдельную плату. Удачное расположение позволяет добраться до центра и Набережной всего за 15 мин пешим шагом, либо 5 мин на авто. В 300 м  выезд на Южнобережное шоссе"
Видовая 2ккв в Ялте 150 м.от моря;https://krym.cian.ru/sale/flat/243596727/;12 800 000 ;Республика КрымЯлтаулица Средне-Слободская;"Продается 2 к.квартира в Ялте возле моря. До благоустроенного массандровского пляж всего 150 метров!!!  
Общая площадь квартиры: 86 кв.м. Квартира под отделку. Расположена на 3-м этаже шестиэтажного дома. Состоит из двух больших спален, кухни, коридора и одного санузла. Из больших панорамных окон открывается великолепный вид на море. Квартира имеет идеальное расположение для постоянного проживания или отдыха. При желании можно купить крытый паркинг на одну машину. Очень перспективное место!"
3-комн. кв., 92,7 м, 4/4 этаж;https://krym.cian.ru/sale/flat/242303553/;15 500 000 ;Республика КрымЯлтаулица Руданского;"Продаётся евро  3х комнатная квартира в центральной части Ялты.

Дом спец.проект, расположен на ул.Руданского. Вторая линия от ул.Московская.

Общая площадь квартиры: 92,7 кв.м.

Квартира в средине дома, подъезд чистый, на кодовом замке.

Капитальный ремонт делался 1,5 года назад, с полной заменой абсолютно всех материалов на новые и современные.

Прихожая: 6,9 кв.м., сан.узел (совмещенный, душевая на два человека): 5 кв.м., гардеробная: 2,4 кв.м., кухня объединённая с гостиной: 20,4 кв.м., спальня 1: 17,4 кв.м. с выходом на террасу с зоной барбеккю: 6,7 кв.м., спальня 2: 17,1 кв.м. с застекленным балконом: 4,5 кв.м.

Квартира оборудована мебелью и встроенной техникой.

Отопление от котельной, на горячую воду  газовая колонка.

Вся планировка внесена в документы. Собственник гр.РФ.

Квартира выходит на две стороны: восток и запад.

С одной стороны вид на парковую часть, с другой на горы, Ялту и море.

Цена: 15,5 млн руб."
Большая квартира на ул. Войкова;https://krym.cian.ru/sale/flat/248189587/;14 000 000 ;Республика КрымЯлтаулица Войкова;"Продается уютная, четырехкомнатная квартира в старинном доме по ул. Войкова. 
До центра, Набережной пешком 5 минут.  Рядом школа.   Квартира расположена на 3-м этаже,старинного дома в историческом районе Ялты.
Комнаты 23.4 кв.м.,23.1 кв.м.,9.6 кв.м.,7.3 кв.м. Кухня 8.6 кв.м. В квартире два раздельных санузла. Есть небольшой балкон.
Из трех комнат вида на море. Потолки 3.5. метра. Толстые стены. Есть два узаконенных сарая.
Квартира в очень хорошем, жилом состоянии. Ремонт не требуется."
Апартамент возле моря в Ялте;https://krym.cian.ru/sale/flat/247299548/;12 750 000 ;Республика КрымЯлтаулица Рузвельта;"Продаётся апартамент в жилом комплексе бизнес-класса. Апартамент общей площадью 69 кв.м. находится на 4-м этаже 9-ти этажного дома. В апартаменте высокие потолки 3,4 метра и свободная планировка. Расположение комплекса в центре города обеспечивает будущих жильцов доступностью к инфраструктуре города. В 100 метрах находится благоустроенный Массандровский пляж. Новый жилой комплекс оснащён современным оборудованием: 
установлены системы кондиционирования и вентиляции;
собственная газовая котельная Wessex фирмы Hamworth Heating Ltd (Великобритания), которая гарантирует бесперебойное снабжение квартир теплом и постоянное наличие горячей воды;
Пассажирские лифты фирмы OTIS со спуском в подземную парковку;
В каждом апартаменте кабельное телевидение, возможность подключения телефонного номера и выделенная линия Internet;
установлены охранные системы;  алюминиевые оконные системы гарантируют прекрасную шумоизоляцию и теплоизоляцию;  на мансардном этаже предусмотрен бассейн с зоной отдыха."
Ваша супервидовая квартира в Ялте;https://krym.cian.ru/sale/flat/248318299/;10 637 000 ;Республика КрымЯлтаулица Свердлова;"Супер-видовая квартира в современном жилом комплексе, в Ялте.
Общая площадь: 107,45 кв.м.
Просторная и удобная планировка квартиры легко планируется в две раздельные спальни и кухню-столовую. 
В данный момент внутренняя планировка представлена: кухней-столовой 51,65 кв.м., отдельный спальней 15,1 кв.м., совмещённым сан.узлом 7 кв.м., гардеробной 5,2 кв.м.,  открытой лоджией 27,8 кв.м.(которую при Вашем желании можно застеклить).
Квартира подготовлена под отделку, предусмотрено газовое индивидуальное отопление (двухконтурный газовый котел).
Благодаря расположению квартиры из каждого окна - великолепный прямой вид на море и горы. 
Цена: 10 637 000 руб.

Возле жилого дома есть всё, что необходимо жителю современного города для комфортной жизни и отдыха:
- Дом выгодно расположен в благоустроенном спальном, тихом, чистом районе. Это Ваш удачный выбор для современной жизни. 
- В нескольких минутах ходьбы расположены: детский сад, общеобразовательная школа  11, продуктовый магазин, почтовое отделение, теннисный корт.
- Вам будет удобно добираться в любую часть города как на маршрутном такси, так как автобусная остановка находится возле дома, так и на личном транспорте.
- К дому ведут удобные подъездные пути легко попасть в центр города и выехать на трассу без пробок.

Вы наверняка согласитесь, что хороший дом должен быть уютным не только внутри. 
- Для жильцов, у которых есть автомобиль, в доме построен крытый двухэтажный паркинг и гостевая стоянка.
- Дом украшают цветущие газоны, чистый подъезд.
- Работают два лифта (грузовой и пассажирский), круглосуточная охрана."
Апартамент в новом доме в Ялте;https://krym.cian.ru/sale/flat/247305851/;12 600 000 ;Республика КрымЯлтаулица Рузвельта;"Продаётся апартамент общей площадью 65 кв.м. в новом жилом комплексе в центре города.  Апартамент находится на 6-м этаже 9-ти этажного  дома. Из окон апартаментов открывается прекрасный вид на море и горы. В пешей доступности Массандровский пляж и Ялтинская набережная, а также вся инфраструктура города. Дом монолитно-каркасный построен с использованием современных качественных материалов и норм. В жилом комплексе сделано всё для комфорта будущих жильцов:  
алюминиевые оконные системы гарантируют прекрасную шумоизоляцию и теплоизоляцию;
установлены системы кондиционирования и вентиляции;
собственная газовая котельная Wessex фирмы Hamworth Heating Ltd (Великобритания), которая гарантирует бесперебойное снабжение квартир теплом и постоянное наличие горячей воды;
пассажирские лифты фирмы OTIS со спуском в подземную парковку;
в каждом апартаменте кабельное телевидение, возможность подключения телефонного номера и выделенная линия Internet;
установлены охранные системы."
Апартамент 82.8м2 с видом на море;https://krym.cian.ru/sale/flat/247291773/;15 000 000 ;Республика КрымЯлтаулица Рузвельта;"Продаётся апартамент в новом жилом комплексе, в 150 метрах от моря. Апартамент общей площадью 82,8 кв.м. находится на 6-м этаже 9-ти этажного жилого комплекса. Из окон и с открытого балкона открывается красивый, прямой вид на море и Ялтинскую набережную. Апартамент свободной планировки,  позволяющей воплотить любой дизайнерский проект. Жилой комплекс расположен в историческом центре города, вблизи от Массандровского пляжа и доступностью к инфраструктуре города.  Фасад здания, напольное покрытие холла 1-го этажа и стены отделаны натуральным камнем.
Современные оконные системы гарантируют прекрасную шумоизоляцию и теплоизоляцию.
Установлены системы кондиционирования и вентиляции
Собственная газовая котельная  гарантирует бесперебойное снабжение квартир теплом и постоянное наличие горячей воды.
Пассажирские лифты фирмы OTIS со спуском в подземную парковку.
В каждом апартаменте кабельное телевидение, возможность подключения телефонного номера и выделенная линия Internet.
Установлены охранные системы. На мансардном этаже для жильцов комплекса предусмотрена лаунж-зона с бассейном и шезлонгами."
3-х комнатная квартира в новом ЖК;https://krym.cian.ru/sale/flat/248267730/;12 616 000 ;Республика КрымЯлтаулица Свердлова;"Продам 3-х комнатную квартиру в современном жилом доме, в Ялте.
Общая площадь: 143.8 м.кв. Комнаты: 27.1 м.кв + 19.4 м.кв + 18.9 м.кв, кухня столовая 21 м.кв, сан.узел 3.8 м.кв + ванная 7.4 мкв., прихожая 21 м.кв, открытый балкон 17,1 м.кв, + 7,8 м.кв.
Квартира с под чистовую отделку, с индивидуальным отоплением (двухконтурный газовый котел), с видом на море и горы.
В доме качественная шумоизоляция, толщина межквартирных стен 30 см, два лифта, грузовой и пассажирский.
Дом - монолитный каркас, сейсмоустойчивость площадки 9 баллов.
Имеется закрытый двухуровневый паркинг в цокольном этаже.
Возможность покупки или временной аренды, на ваш выбор.
В шаговой доступности магазины, остановка городского транспорта, школа, детский сад, Мордвиновский и Массандровский парки.
До пляжа и набережной 20 минут пешим шагом.
Быстрый и удобный выезд на трассу Ялта-Симферополь-Севастополь.
Стоимость этой замечательной квартиры: 12 616 000 руб."
